spacegroup/cage,sym_type_1,sym_axis_1,sym_axis_1D(D_only),origin_1,sym_type_2,sym_axis_2,sym_axis_2D(D_only),origin_2,dihedral,offset,shift(angle_0_only)
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D2,"0,0,1","-0.707107,0.707107,0","-0.25,-0.25,0",90,0,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.25,-0.25,-0.5",54.7356,0.353553,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,0,0",35.2644,0,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,0,-
F432,O,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","0,-0.5,0",90,2.04E-01,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D4,"-0.707107,0.707107,0","0,0,-1","-0.5,0,-0.5",35.2644,0.353553,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",90,0.204124,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",O,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",70.5288,0.353553,-
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",0,7.07E-01,0
F432,O,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",O,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",70.5288,0.00E+00,-
P-43m,S4,"0,0,1",-,0.25,C2v,"1,0,0","0,-0.707107,0.707107","0,0.5,0.5",90,0.5,0
Pm-3m,S4,"0,0,1",-,0,C2h,"0.707107,0,0.707107","0.707107,0,0.707107","1,-0.5,1.11022e-16",45,0.5,0
Pm-3m,S4,"0,1,0",-,"0,0.25,0",C2v,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0,0.5",45,0.5,0
Pm-3m,S4,"0,1,0",-,"0,0.25,0",D4h,"1,0,0","1,0,0","-0.5,0,0",90,0,0
Pm-3m,S4,"1,0,0",-,0.25,D2h,"0,1,0","0,1,0","0.5,0,-0.5",90,0.5,0
Fm-3m,S4,"0,0,1",-,"0,0,-0.25",D2h,"0.707107,0,0.707107","0.707107,0,0.707107","-0.25,0,-0.25",45,0,0
Fm-3m,S4,"0,1,0",-,"0,0,0",D2h,"0.707107,0.707107,0","0.707107,0.707107,0","-0.25,-0.25,-0.5",45,0.5,0
Fm-3m,S4,"0,1,0",-,"0,0.25,0",D2,"0,-0.707107,0.707107","0,0.707107,0.707107","0,0.25,0.75",45,0,0
Fm-3c,S4,"0,1,0",-,"0,-0.125,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","0.25,0.75,-0.25",45,0.25,0
Fm-3c,S4,"0,0,1",-,"0,0,-0.125",D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0.25,-0.25,0.25",54.7356,0,0
P-43m,S4,"1,0,0",-,"0,0,0",D4d,"0,1,0","-0.707107,0,0.707107","0,-0.25,0",90,0,0
Fm-3m,S4,"1,0,0",-,"0,0,0",D2,"0,1,0","0.707107,0,0.707107","-0.25,-0.5,0.25",90,0.25,0
Fm-3c,S4,"0,1,0",-,"0,-0.125,0",S6,"-0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0,0
F-43c,S4,"0,1,0",-,"0,-0.125,0",C3,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0,0
Pm-3m,S4,"0,1,0",-,"0,0.25,0",D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","0.166667,0.166667,-0.166667",54.7356,0,0
Pm-3m,S4,"0,0,1",-,"0,0,-0.25",D4,"1,0,0","0,0,1","-0.5,0,0",90,0,0
Pm-3m,S4,"0,0,1",-,"0,0,0",C4h,"0,1,0","0,1,0","0,-0.5,0",90,0,0
P-43m,S4,"0,1,0",-,"0,0.25,0",C3v,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",54.7356,0,0
P42/m,S4,"0,0,1",-,"0,0,0.125",C2h,"0,0,1","0,0,1","-0.5,0,0",0,0.5,-0.125
P-4n2,S4,"0,0,1",-,"0,0,0",D2,"0,0,1","-0.707107,0.707107,0","-0.5,0,0.25",0,0.5,0.25
P42/mmc,S4,"0,0,1",-,"0,0,0.125",D2h,"0,0,1","0,0,1","0,0.5,0",0,0.5,-0.125
R-3m:H,S6,"0,0,1",-,0,C2h,"0.5,0.866025,0","0.5,0.866025,0","-0.538675,-0.477671,0.166667",90,0.227671,0
P6/m,S6,"0,0,1",-,"0,0,-0.166667",C2h,"0,0,1","0,0,1","-0.5,0,0",0,0.5,0.166667
Pm-3,S6,"0.57735,0.57735,0.57735",-,0,C2v,"0,1,0","0,0,1","0.5,0,0",54.7356,0.353553,0
Pm-3,S6,"0.57735,-0.57735,0.57735",-,0,C2h,"0,1,0","0,1,0","0,-0.5,0.5",54.7356,0.353553,0
Pm-3,S6,"0.57735,-0.57735,0.57735",-,0.176777,D2,"1,0,0","0,0,1","0,-0.5,0",54.7356,0.353553,0
Im-3,S6,"0.57735,-0.57735,0.57735",-,0,D2h,"0,1,0","0,1,0","0.5,-0.5,0",54.7356,0.353553,0
Im-3,S6,"0.57735,-0.57735,0.57735",-,"0.0833333,-0.0833333,0.0833333",Cs,"1,0,0",-,"0.5,0,0",54.7356,0,0
Ia-3,S6,"0.57735,0.57735,0.57735",-,0,C2,"1,0,0",-,"0,0,-0.25",54.7356,0.176777,0
Pm-3m,S6,"0.57735,0.57735,0.57735",-,0,D2h,"-0.707107,0.707107,0","-0.707107,0.707107,0","0,1,0",90,0.408248,0
Pm-3m,S6,"0.57735,-0.57735,0.57735",-,0,D2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","0,1,0",35.2644,0.707107,0
Pm-3m,S6,"-0.57735,0.57735,0.57735",-,0.204124,C2v,"0.707107,0,0.707107","0,1,0","0.5,0,-0.5",90,0.408248,0
Pm-3m,S6,"-0.57735,0.57735,0.57735",-,"0,0,0",C4h,"0,1,0","0,1,0","0,0.5,0",54.7356,0,0
Pm-3m,S6,"-0.57735,0.57735,0.57735",-,"0,0,0",D4h,"1,0,0","1,0,0","0.5,0,0",54.7356,0,0
Pm-3m,S6,"0.57735,-0.57735,0.57735",-,0,C2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","0,-0.5,-0.5",35.2644,0.707107,0
Pn-3n:2,S6,"0.57735,0.57735,0.57735",-,"0,0,0",D2,"0.707107,0.707107,0","0,0,1","0.25,0.25,0.25",35.2644,0,0
Pn-3m:2,S6,"0.57735,0.57735,0.57735",-,0.176777,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.75,-0.25,0",35.2644,0.353553,0
Fm-3m,S6,"-0.57735,-0.57735,0.57735",-,0,D2,"0.707107,0,0.707107","-0.707107,0,0.707107","-0.5,-0.5,0",90,0.204124,0
Im-3m,S6,"-0.57735,-0.57735,0.57735",-,"0.0833333,0.0833333,-0.0833333",C2v,"0,-0.707107,0.707107","1,0,0","0,0,0",35.2644,0,0
Im-3,S6,"-0.57735,-0.57735,0.57735",-,"0,0,0",S6,"0.57735,0.57735,0.57735",-,"0.0833333,0.0833333,0.0833333",70.5288,0,0
Pm-3m,S6,"0.57735,0.57735,0.57735",-,0.353553,C2v,"0.707107,0,0.707107","0,1,0","0.5,-0.5,-0.5",35.2644,0.707107,0
Im-3m,S6,"-0.57735,-0.57735,0.57735",-,"-0.0833333,-0.0833333,0.0833333",C4v,"0,1,0","0,0,1","0,0,0",54.7356,0,0
Im-3m,S6,"-0.57735,0.57735,0.57735",-,"0.0833333,-0.0833333,-0.0833333",D4d,"1,0,0","0,0,1","-0.25,0,0",54.7356,0,0
Pm-3m,S6,"-0.57735,0.57735,0.57735",-,"0.166667,-0.166667,-0.166667",D4,"0,0,1","1,0,0","0,0,0.5",54.7356,0,0
Im-3m,S6,"-0.57735,0.57735,0.57735",-,"0.166667,-0.166667,-0.166667",D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","-0.0833333,-0.0833333,-0.0833333",70.5288,0,0
Pm-3n,S6,"0.57735,-0.57735,0.57735",-,"0.166667,-0.166667,0.166667",D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0.25,0.25,0.25",70.5288,0,0
P6/mmm,S6,"0,0,1",-,"0,0,0",D2h,"0,0,1","0,0,1","0.5,0,-0.5",0,0.5,-0.5
P6/mcc,S6,"0,0,1",-,"0,0,0.166667",D2,"0,0,1","1,0,0","0.5,0,0.25",0,0.5,0.0833333
F23,T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",D2,"0,0,1","0,1,0","-0.25,-0.25,-0.25",54.7356,0.353553,-
F23,T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",D2,"0,1,0","1,0,0","-0.25,-0.25,-0.25",54.7356,0,-
F23,T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",T,"0.57735,0.57735,0.57735",-,"0,0,0",70.5288,0.353553,-
F23,T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",T,"0.57735,-0.57735,0.57735",-,"0,0,0",0,0.707107,0
F23,T,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",70.5288,0,-
F4132,T,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","0.125,-0.125,-0.125",90,0,-
F4132,T,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.125,0.375,0.125",35.2644,0.176777,-
F4132,T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,0.125,-0.125",90,0.408248,-
