spacegroup/cage,sym_type_1,sym_axis_1,sym_axis_1D(D_only),origin_1,sym_type_2,sym_axis_2,sym_axis_2D(D_only),origin_2,dihedral,offset,shift(angle_0_only)
Immm,Ci,-,-,"-0.25,-0.25,-0.25",D2h,"0,0,1","0,0,1","0,0,0",0,0.353553,0.25
P-43m,Cs,"0,-0.707107,0.707107",-,"0,0,0",D4d,"0,0,1","0.707107,0.707107,0","0,0,0.25",45,0,0
Pm-3m,Cs,"-0.707107,0,0.707107",-,"0,0,0",D4h,"1,0,0","1,0,0","-0.5,0,0",45,0,0
Pn-3m:2,Cs,"0.707107,0,0.707107",-,0.288675,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","0,0.75,0.25",60,0.57735,0
Fm-3m,Cs,"0.707107,0,0.707107",-,0,D2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","0,-0.25,0.75",60,0.288675,0
Fm-3m,Cs,"0.707107,0,0.707107",-,"0.25,0,0.25",D2h,"1,0,0","1,0,0","0,0.25,0.25",45,0.25,0
Fd-3m:2,Cs,"0,0.707107,0.707107",-,"0,0.375,0.375",D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0.5,0.5,0.5",35.2644,0,0
Im-3m,Cs,"1,0,0",-,"0,0,0",D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0.0833333,0.0833333,0.0833333",54.7356,0,0
Pm-3m,Cs,"0.707107,0.707107,0",-,"0,0,0",C4h,"0,1,0","0,1,0","0,0.5,0",45,0,0
Pm-3n,Cs,"0,0,1",-,"0,0,0",D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","-0.25,0.25,-0.25",54.7356,0,0
Fd-3m:2,Cs,"0.707107,0,0.707107",-,"0.125,0,0.125",D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",35.2644,0,0
Pm-3m,Cs,"-0.707107,0,0.707107",-,"0,0,0",D4,"0,0,1","1,0,0","0,0,-0.5",45,0,0
Fd-3m:2,Cs,"0.707107,0,0.707107",-,"0.375,0,0.375",S6,"0.57735,0.57735,0.57735",-,"0.166667,0.166667,0.166667",35.2644,0,0
F222,D2,"1,0,0","0,0,1",0,D2,"0,1,0","1,0,0","0.25,0.25,0.25",90,0.25,0
P4222,D2,"1,0,0","0,0,1",0.125,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","1,0,0.25",45,0.25,0
P4/mmm,D2,"0,0,1","1,0,0","0,-0.5,-0.5",D4h,"0,0,1","0,0,1","0,0,0",0,0.5,0.5
P42/mmc,D2,"-0.707107,0.707107,0","0.707107,0.707107,0",0,D2h,"1,0,0","1,0,0","-0.5,0,0",45,0.25,0
P42/mcm,D2,"0,0,1","1,0,0",0.25,C2h,"0.707107,0.707107,0","0.707107,0.707107,0","0.5,-0.5,0.5",90,0.353553,0
P42/mcm,D2,"1,0,0","0,0,1",0,C2h,"-0.707107,0.707107,0","-0.707107,0.707107,0","0.5,0.5,0",45,0.25,0
P6/mmm,D2,"0.866025,-0.5,0","0,0,1","-0.5,-0.5,0.5",D2h,"-0.5,0.866025,0","-0.5,0.866025,0","0,-0.5,0",30,0.5,0
P6/mmm,D2,"0.5,0.866025,0","0.866025,-0.5,0",0.816497,D6d,"0,0,1","0.866025,-0.5,0","0,0,0.166667",90,0.866025,0
P6/mmm,D2,"0,1,0","0,0,1",0.433013,C2v,"0.866025,0.5,0","0,0,1","0,0,-0.5",60,0.5,0
P432,D2,"0.707107,0.707107,0","-0.707107,0.707107,0",0,D4,"1,0,0","0,0,1","0.5,0,0",45,0.5,0
P4232,D2,"0,0.707107,0.707107","0,-0.707107,0.707107",0,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.25,-0.25,0.25",90,0.408248,0
F432,D2,"0.707107,0.707107,0","-0.707107,0.707107,0",0.353553,D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",35.2644,0.707107,0
F432,D2,"-0.707107,0,0.707107","0,1,0","-0.25,0.5,-0.25",D2,"0.707107,0.707107,0","0,0,1","-0.5,0.5,0",60,0,0
I432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","0,0.25,0.5",D2,"0,-0.707107,0.707107","1,0,0","0.5,0.5,-0.5",60,0.144338,0
Pm-3m,D2,"0,0,1","-0.707107,0.707107,0",0.25,C4v,"0,1,0","0,0,1","0,0,0",90,0.5,0
Pm-3m,D2,"0,-0.707107,0.707107","0,0.707107,0.707107",0.144338,D2h,"-0.707107,0.707107,0","-0.707107,0.707107,0","0,1,0.5",60,0.288675,0
Pm-3m,D2,"0.707107,0,0.707107","-0.707107,0,0.707107",0.25,D4d,"0,0,1","0.707107,0.707107,0","0,0,-0.25",45,0.5,0
Pm-3m,D2,"-0.707107,0,0.707107","0.707107,0,0.707107",0.144338,C2h,"-0.707107,0.707107,0","-0.707107,0.707107,0","0,1,0.5",60,0.288675,0
Pm-3m,D2,"0,-0.707107,0.707107","0,0.707107,0.707107",0.25,D4h,"0,1,0","0,1,0","0,0.5,0",45,0.5,0
Pn-3m:2,D2,"0,0,1","0.707107,0.707107,0",0,D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0.166667,0.166667,0.166667",54.7356,0.353553,0
Fm-3m,D2,"0.707107,0,0.707107","-0.707107,0,0.707107",0,C4h,"0,0,1","0,0,1","0,0,0",45,0.5,0
Fm-3m,D2,"0,1,0","0.707107,0,0.707107",0,D4h,"1,0,0","1,0,0","0.5,0,0",90,0.25,0
Fm-3m,D2,"0,0,1","-0.707107,0.707107,0",0,D2h,"0,1,0","0,1,0","0.25,-0.5,0.25",90,0.25,0
Fm-3m,D2,"0,0,1","0.707107,0.707107,0",0,C4h,"1,0,0","1,0,0","0,0,0",90,0.25,0
P42/mcm,D2,"0,0,1","1,0,0",0.25,C2v,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0,0.5",90,0.353553,0
P432,D2,"0,1,0","-0.707107,0,0.707107",0.25,D4,"0,0,1","1,0,0","0,0,-0.5",90,0.5,0
Fm-3m,D2,"-0.707107,0,0.707107","0.707107,0,0.707107",0.204124,C3v,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",90,0.612372,0
Fm-3m,D2,"0.707107,0.707107,0","0,0,1","-0.25,0.25,0",C4v,"0,1,0","0,0,1","0,0,0",45,0,0
Fm-3m,D2,"0,-0.707107,0.707107","1,0,0",0,C3v,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","0,0,0",35.2644,0.353553,0
F222,D2,"0,0,1","0,1,0","-0.25,0.25,0.25",D2,"0,0,1","0,1,0","0,0.5,0",0,0.353553,-0.25
Fmmm,D2,"0,1,0","1,0,0","0.25,0.25,0.25",D2h,"0,1,0","0,1,0","0.5,0,0.5",0,0.353553,-0.25
I422,D2,"0,0,1","-0.707107,0.707107,0","-0.5,0,0.25",D4,"0,0,1","1,0,0","0,0,0.5",0,0.5,0.25
P-43m,D2,"0,0,1","1,0,0",0,C3v,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",54.7356,0.353553,0
Fm-3m,D2,"-0.707107,0.707107,0","0.707107,0.707107,0",0.25,C4v,"1,0,0","0,0,1","0,0,0",45,0.5,0
P6/mmm,D2,"0.866025,-0.5,0","0,0,1","-0.5,-0.5,0",C2h,"1,0,0","1,0,0","0,0,-0.5",30,0.5,0
P6222,D2,"0.5,0.866025,0","0.866025,-0.5,0","0,-1,0.333333",D2,"0.866025,0.5,0","0,0,1","0,-0.5,0.166667",30,0.166667,0
P6/mmm,D2,"0.866025,-0.5,0","0.5,0.866025,0",0.433013,D6h,"0,0,1","0,0,1","0,0,-0.5",90,0.866025,0
P6/mmm,D2,"0,0,1","1,0,0","0.5,0,0",D6d,"0,0,1","1,0,0","0,0,0.166667",0,0.5,0.166667
P6/mcc,D2,"0.866025,0.5,0","-0.5,0.866025,0","0,0.5,-0.25",C6h,"0,0,1","0,0,1","0,0,0",90,0.433013,0
P6/mmm,D2,"0,0,1","0.5,0.866025,0",0.5,D6h,"0,0,1","0,0,1","0,0,-0.5",0,0.707107,-0.5
P4/mcc,D2,"0,0,1","1,0,0","0,-0.5,-0.25",C4h,"0,0,1","0,0,1","0,0,0",0,0.5,0.25
P6/mmm,D2,"0.5,0.866025,0","0,0,1","-0.5,0.5,0.5",C2v,"0.866025,0.5,0","0,0,1","0,0.5,0",30,0.5,0
F222,D2,"0,0,1","1,0,0","-0.25,0.25,0.25",D2,"0,0,1","1,0,0","0,0,0",0,0.353553,-0.25
F222,D2,"0,0,1","1,0,0","-0.25,0.25,0.25",D2,"0,0,1","0,1,0","0,0,0",90,0.25,-
F23,D2,"0,0,1","0,1,0","-0.25,-0.25,0.25",T,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
F23,D2,"0,0,1","0,1,0","-0.25,-0.25,0.25",T,"0.57735,-0.57735,0.57735",-,"0,0,0",54.7356,0,-
F4132,D2,"0,0,1","0,1,0","-0.25,-0.25,0.25",D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0.125,0.125,0.125",45,3.75E-01,-
F4132,D2,"0,0,1","1,0,0","-0.5,-0.5,-0.5",D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0.375,0.375,0.125",90,1.77E-01,-
F4132,D2,"0,0,1","1,0,0","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.125,-0.125,0.125",45,0.625,-
F4132,D2,"0,0,1","1,0,0","-0.5,-0.5,0",D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0.375,0.375,0.125",90,0.53033,-
F4132,D2,"0,0,1","1,0,0","-0.5,-0.5,0",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.125,-0.125,0.125",45,0.125,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,0.25,-0.25",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.5,-0.5",90,0.25,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,-0.25",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.5,-0.5",45,5.00E-01,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,-0.25",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,-0.5",45,0,-
F432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.75,-0.25,-0.5",D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",45,0.25,-
F432,D2,"0,-0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",60,0,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,-0.25,0.25",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",60,0.288675,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","0,-0.25,0.75",D2,"0.707107,0,0.707107","-0.707107,0,0.707107","0.5,0,0",90,0.75,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,0.25,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",90,0.353553,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",0,0.612372,0
F432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.5",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","0,-0.5,0.5",45,5.00E-01,-
F432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.5",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,0,-0.5",45,0,-
F432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.75,-0.25,-0.5",D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0,-0.5,-0.5",45,0.25,-
F432,D2,"0,1,0","0.707107,0,0.707107","-0.25,0,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",60,0,-
F432,D2,"0,-0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",D3,"0,0.707107,0.707107","0.57735,-0.57735,0.57735","-0.5,0.5,0",0,0.353553,0.707107
F432,D2,"0,-0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,-0.5,-0.5",90,0.5,-
F432,D2,"0,-0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0",90,0,-
F432,D2,"0,0,1","-0.707107,0.707107,0","-0.25,-0.25,0",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0",60,0.288675,-
F432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.75,-0.25,0",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",45,7.50E-01,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,-0.5,0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,-0.5",45,1,-
F432,D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,-0.5",60,0.57735,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,-0.25,0.75",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,-0.5",45,1.25,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,0.25,-0.25",D4,"-0.707107,0,0.707107","0,1,0","-0.5,0,0",45,0.25,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,-0.25",D4,"-0.707107,0,0.707107","0,1,0","-0.5,0,0",60,3.20E-17,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",D4,"0.707107,0,0.707107","0,1,0","-0.5,0,0.5",60,0.57735,-
F432,D2,"0,1,0","-0.707107,0,0.707107","-0.25,-0.5,0.25",D4,"0,-0.707107,0.707107","1,0,0","0,0,-0.5",60,2.89E-01,-
F432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,0.25,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.408248,-
F432,D2,"0,1,0","1,0,0","-0.25,-0.25,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0,-
F432,D2,"-0.707107,0.707107,0","0,0,1","0.25,0.25,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0,-
F432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.75,0,0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.707107,-
F432,D2,"0,1,0","0.707107,0,0.707107","-0.25,0,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.204124,-
F432,D2,"0,0.707107,0.707107","1,0,0","-0.5,0.25,0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.612372,-
F432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",O,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",35.2644,0.353553,-
F432,D2,"0,1,0","0.707107,0,0.707107","-0.25,0,0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0,-
I4132,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.75,-0.125",D2,"0,0.707107,0.707107","1,0,0","-0.125,0,-0.25",45,1.25E-01,-
I4132,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.75,-0.125",D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.375,0.5,-0.25",90,0.25,-
I4132,D2,"0,1,0","0.707107,0,0.707107","-0.25,-0.375,-0.5",D2,"-0.707107,0.707107,0","0,0,1","0,0.25,0.125",60,0.144338,-
I4132,D2,"0,1,0","-0.707107,0,0.707107","-0.25,0.125,-0.5",D2,"0,0.707107,0.707107","1,0,0","-0.125,0,-0.25",60,0,-
I4132,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","0.125,0.5,-0.25",D2,"0.707107,0,0.707107","0,1,0","0.25,0.125,0",45,0.375,-
I4132,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","0.375,0,0.75",D2,"0.707107,0,0.707107","-0.707107,0,0.707107","0.25,0.125,0",90,0.75,-
I4132,D2,"1,0,0","0,-0.707107,0.707107","0.125,0,0.25",D2,"0,1,0","-0.707107,0,0.707107","0.25,0.125,0",60,0.288675,-
I4132,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.375,0,-0.75",D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","0.125,-0.125,0.375",45,0.125,-
I4132,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.375,0,-0.75",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.125,0.375,0.125",90,0.353553,-
I4132,D2,"0,-0.707107,0.707107","1,0,0","-0.375,-0.5,-0.25",D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","0.125,-0.125,0.375",60,0.144338,-
I4132,D2,"0,-0.707107,0.707107","1,0,0","-0.375,-0.5,-0.25",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.125,0.375,0.125",0,0.433013,0.883883
I4132,D2,"0,-0.707107,0.707107","1,0,0","-0.375,-0.5,-0.25",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.125,0.125,-0.375",90,0.25,-
I4132,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,-0.25,-0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",90,0,-
I4132,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.125,0,-0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,0.125,0.125",45,0.375,-
I4132,D2,"-0.707107,0,0.707107","0,1,0","-0.25,-0.375,-0.5",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.125,-0.125,-0.125",60,0,-
I4132,D2,"0,-0.707107,0.707107","1,0,0","-0.125,-0.5,0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,0.125,0.125",60,0.57735,-
I4132,D2,"-0.707107,0,0.707107","0,1,0","-0.25,-0.125,0",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,0.125,0.125",60,2.89E-01,-
I4132,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","0,-0.75,0.125",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",90,1.06066,-
I4132,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0.25,0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",90,0.707107,-
I4132,D2,"0.707107,0,0.707107","0,1,0","-0.25,-0.125,0",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",60,0.866025,-
I4132,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","0.25,-0.125,-0.5",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,0.125,0.125",45,0.625,-
I4132,D2,"0,0.707107,0.707107","1,0,0","-0.375,-0.5,-0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",60,1.29904,-
I4132,D2,"0,0,1","0.707107,0.707107,0","-0.5,-0.25,-0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",0,1.29904,-0.176777
I4132,D2,"0,0.707107,0.707107","1,0,0","-0.375,0,0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",60,0.721688,-
I4132,D2,"0,0,1","0.707107,0.707107,0","-0.5,-0.25,0.125",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",0,1.08972,-0.176777
I422,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D4,"1,0,0","0,0,1","0,0,-0.5",90,0.00E+00,-
I422,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",90,0.353553,-
I422,D2,"-0.707107,0.707107,0","0,0,1","0,-0.5,-0.25",D4,"1,0,0","0,0,1","0,0,-0.5",45,0.25,-
I422,D2,"-0.707107,0.707107,0","0,0,1","0,-0.5,-0.25",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",90,0.25,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,0,0",45,0.25,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",60,0.144338,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,0",90,0.5,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",45,0.5,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",45,0,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,0,0",90,0,-
I432,D2,"-0.707107,0.707107,0","0,0,1","0,-0.5,-0.25",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",60,0.433013,-
I432,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.5,-0.25",D2,"0,0.707107,0.707107","0,-0.707107,0.707107","0,-0.5,0.5",90,1,-
I432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","0,-0.5,0.5",D2,"0,1,0","0.707107,0,0.707107","0,0.25,-0.5",45,0.75,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",90,2.50E-01,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",0,0.433013,0.353553
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",45,0,-
I432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",90,0.353553,-
I432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",45,0.25,-
I432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.25,-0.25,-0.25",60,0.144338,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,0,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",45,0.5,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",60,0.144338,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D4,"0,0,1","0,1,0","0,-0.5,0",90,0.707107,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D4,"0,0,1","1,0,0","-0.5,0,0",90,0,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D4,"1,0,0","0,0,1","0,0,-0.5",0,0.707107,-0.25
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D4,"0.707107,0.707107,0","0,0,1","0,0,0",45,0,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D4,"-0.707107,0,0.707107","0,1,0","0,0,0",45,5.00E-01,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",D4,"0,0,1","0,1,0","-0.5,0,0.5",90,0.5,-
I432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D4,"0,0,1","1,0,0","-0.5,0,0",0,0,-0.25
I432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",D4,"1,0,0","0,0,1","0,0,-0.5",45,0.25,-
I432,D2,"0,-0.707107,0.707107","1,0,0","-0.25,0,-0.5",D4,"0.707107,0.707107,0","0,0,1","0,0,0",60,0.433013,-
I432,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0.353553,-
I432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,-0.5,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
I432,D2,"0,0.707107,0.707107","1,0,0","-0.25,-0.5,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0,-
I432,D2,"0,1,0","0.707107,0,0.707107","-0.5,0.25,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.408248,-
P23,D2,"0,1,0","0,0,1","-0.5,0,-0.5",T,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
P23,D2,"0,0,1","0,1,0","-0.5,0,0",T,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0,-
P23,D2,"0,0,1","0,1,0","0,-0.5,-0.5",T,"0.57735,-0.57735,0.57735",-,"0,0,0",54.7356,0.707107,-
P4222,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.25",D2,"0,1,0","0,0,1","-0.5,0,-0.5",90,0,-
P4222,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.25",D2,"0,1,0","1,0,0","-0.5,0,-0.5",0,0.5,0.25
P4222,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.25",D2,"0,0,1","1,0,0","-0.5,0,-0.5",90,0.5,-
P4222,D2,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.25",D2,"0,1,0","0,0,1","-0.5,0,-0.5",45,0.25,-
P4222,D2,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.25",D2,"1,0,0","0,1,0","0,-0.5,-0.5",90,0.353553,-
P4222,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,-0.25",D2,"1,0,0","0,1,0","0,-0.5,-0.5",0,1.11803,-0.25
P4232,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.25,0,-0.5",90,0,-
P4232,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D2,"0,-0.707107,0.707107","1,0,0","-0.25,0,-0.5",45,0.25,-
